11,0,0,0,1,0,0,1,0,0,0,0,0,0
7,0,0,0,3,3,0,0,1,0,0,0,0,0
0,0,0,0,0,3,2,1,0,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,0,0,30,0,5,0,0,8,1,0,19
3,0,0,2,0,0,0,0,0,1,0,0,3,0
