0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1
11,0,3,0,0,0,23,0,0,0,0
4,1,0,0,0,0,7,0,0,0,0
11,0,0,0,1,0,47,0,3,0,0
0,1,0,0,0,1,13,0,0,58,0
