27,2,0,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,0
1,0,0,1,5,1,0,0,0,0,0
27,8,1,38,0,0,0,0,1,0,0
