60,0,0,0,0,1,0,6,0,0,1,0,0,3,0,2,0,2,0,3,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,11,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0
15,1,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,0,3,1,0,0,0,0,1,0,27,0,4,0,4,0,2,0,4,0,0,2,0,21,0,2
7,0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,5,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1
49,0,0,0,2,0,1,5,0,1,6,1,5,1,0,9,0,0,1,0,0,0,0,0,0,0
