243,0,0,0,0
169,0,0,25,107
687,0,134,230,0
55,0,130,0,0
0,0,0,0,5
58,0,0,0,0
1056,0,592,324,41
525,12,0,124,34
2,0,2,1,0
46,148,0,281,0
14,0,0,32,0
0,0,0,627,0
57,0,0,0,321
371,0,2,0,46
0,0,104,0,0
39,99,0,0,0
0,0,0,0,3
119,0,0,0,0
85,0,0,0,0
90,0,0,8,1
52,0,1847,0,0
