5,0,0,0,0,1,0,2,1,0,0,0,0,1
16,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,1,0,1,0,0,0,0,0,0,0
6,1,0,0,0,0,10,3,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,1,0,0,3,1,0,0,0,0,0,0,1,0
13,0,0,0,0,0,15,0,0,1,1,0,0,0
9,0,0,2,0,0,8,0,0,0,0,0,0,0
