5,0,0,0,3,7,0,0,0,0,0,0
2,0,0,1,0,4,1,0,1,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,18,0,0,0,2,4,0
4,0,0,0,0,18,0,1,0,0,0,2
3,0,1,0,0,0,0,2,0,0,0,0
18,0,0,0,0,13,1,0,0,0,0,0
