6,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,2,0,0
7,2,1,1,0,8,1,0,13,0,20,0
22,0,0,0,11,0,0,1,0,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0
