25,12,15,22,9,0,0,0
0,0,4,5,0,0,0,0
7,0,2,8,0,11,9,6
8,7,7,11,9,0,0,0
13,8,8,16,9,5,6,9
0,0,3,4,0,5,6,4
15,5,11,20,11,6,5,4
0,0,3,5,0,0,0,0
