44,4,0,9,5,16,0,10,0,0,4,0,0,0,1,0,0,0,0
16,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
25,0,0,4,0,11,0,0,0,2,0,3,0,0,0,0,0,0,0
2,0,2,4,0,14,1,0,0,4,0,0,0,1,0,11,0,0,1
4,0,2,11,0,22,0,0,2,0,0,1,0,26,0,0,1,1,0
