11,2,0,1,2,12,0,10,0,1,0,0,0,0,0,0,0,0
9,0,2,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,31,1,0,4,0,1,21,0,2,3,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,0,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0
