10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,0,1,1,0,0,0,0,3,0,2,0,1,0,0,0
15,1,1,0,6,1,6,2,1,2,20,0,6,1,5,0,13
