1,2,0,0,0,0,0,0,2,0,0,0,0,2
0,0,0,0,2,0,20,1,0,2,0,2,0,0
3,0,0,0,0,0,5,0,0,0,0,0,0,0
14,0,8,1,0,0,2,3,0,0,1,0,2,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0
