12.5,0,8.3,0,79.2
13.2,0,18.4,5.3,63.1
1.8,0,22.6,6.7,68.9
0,0,61.1,27.8,11.1
30.8,0,65.4,3.8,0
0,0,36,52,12
0,0,20,60,20
0,0,50,21,29
0,0,100,0,0
0,0,14.8,70.4,14.8
0,41.5,9.7,0,48.8
0,0,100,0,0
0,0,25,6.3,68.7
0,0,31.6,68.4,0
0,0,100,0,0
0,0,30,70,0
0,0,65,5,30
33.3,0,0,0,66.7
0,7.7,61.5,23.1,7.7
0,0,100,0,0
0,0,88.2,11.8,0
0,0,63.6,13.7,22.7
0,0,71.4,28.6,0
0,0,100,0,0
0,0,28.6,71.4,0
33.3,0,33.4,33.3,0
0,0,0,50,50
0,0,100,0,0
0,0,90,0,10
0,0,50,0,50
100,0,0,0,0
