0,1,0,0,0,0,15,0,21
0,6,0,0,0,0,18,2,95
0,15,0,0,0,0,1,0,6
0,0,0,0,0,0,12,0,24
0,0,0,0,0,0,95,0,132
0,0,0,0,2,0,30,18,0
0,0,0,0,0,0,18,0,0
0,0,0,0,0,0,31,0,0
0,0,0,0,0,0,9,0,19
0,0,0,0,0,0,36,0,0
0,60,0,0,0,0,1,0,22
0,18,0,1,0,0,14,0,68
0,0,0,0,0,0,65,0,0
0,0,0,0,0,0,23,0,0
0,0,0,0,0,0,53,0,26
1,95,1,0,0,5,107,0,137
0,15,0,0,0,0,6,0,5
8,198,0,41,23,2,44,0,32
0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,1,26,0
30,2,0,0,1,0,6,6,33
0,0,0,0,0,0,50,0,0
16,14,0,0,0,0,2,0,0
0,0,0,0,14,0,62,0,0
0,0,0,0,0,0,22,0,0
0,0,0,0,0,0,36,0,0
0,0,0,0,0,0,4,0,18
0,4,0,0,0,0,5,0,1
0,0,0,0,0,0,15,0,0
0,2,0,0,0,0,36,0,0
0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,31,0,0
0,1,0,0,0,0,20,0,0
1,53,0,1,10,0,1,0,1
1,0,0,0,0,0,0,0,2
0,0,0,0,1,0,17,0,1
0,0,0,0,0,0,35,0,0
0,0,0,0,9,0,7,0,0
0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,22,0,1
0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,7,0,0
0,102,0,4,0,5,0,0,74
0,0,0,0,0,0,1,0,0
0,2,0,0,1,0,2,1,12
0,1,0,0,0,0,2,0,4
0,1,0,0,0,0,1,1,3
0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,17,0,0
0,0,0,0,0,0,22,0,0
0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,24,0,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,55,0,77
