1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,3,59,0,0,0,0,0,0,2,7,1,6,0,2
9,0,0,0,0,0,1,0,2,0,3,3,0,5,0,0,0,0,0
0,0,0,3,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0
1,0,3,0,1,3,26,0,0,4,0,2,2,0,1,1,0,3,3
1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
