6,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0
4,0,0,1,0,0,0,0,8,0,0,1,2,0,0,0,0
12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,4,1,0,0,0,0,2,0,0,0,0
18,1,0,1,1,0,0,2,27,3,0,0,0,4,0,6,0
18,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,7
9,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0
