15,0,0,0,0,0,3,0,1,0,0,0,0,0
16,0,0,3,0,0,8,0,2,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,6,1,8,26,0,0,0,4,6,17,6
17,0,0,0,0,0,6,0,0,6,0,0,0,0
2,0,1,0,0,0,12,0,0,0,0,0,0,0
4,0,0,0,0,0,2,0,0,3,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0
