7,0,3,1,4,9,0,0,0,0,1
2,0,0,0,1,1,7,0,1,0,0
7,1,0,0,0,3,0,0,0,2,0
3,0,0,0,0,0,0,1,0,0,7
3,0,0,0,0,7,0,0,0,0,1
